Var1_ 1,Var1_ 2,Var1_ 3,Var1_ 4,Var1_ 5,Var1_ 6,Var1_ 7,Var1_ 8,Var1_ 9,Var1_10,Var1_11,Var1_12
988,335,-42,-703,355,144,-1047,-907,-1027,-1201,594,2053
986,331,-44,-700,355,141,-1047,-894,-1017,-1194,599,2055
992,331,-50,-703,361,138,-1054,-894,-1018,-1195,593,2049
995,325,-59,-701,367,130,-1060,-902,-1024,-1200,588,2048
999,321,-67,-701,373,124,-1065,-907,-1030,-1206,591,2052
1002,320,-71,-702,377,122,-1067,-914,-1038,-1213,595,2053
1000,319,-70,-701,375,122,-1069,-924,-1052,-1225,588,2048
988,313,-64,-692,366,122,-1071,-939,-1072,-1245,581,2047
996,321,-64,-700,370,126,-1064,-953,-1091,-1261,578,2047
992,321,-60,-698,366,128,-1063,-977,-1117,-1283,564,2036
966,301,-54,-675,350,121,-1063,-997,-1139,-1304,549,2025
965,297,-57,-672,351,117,-1058,-997,-1145,-1312,538,2018
975,302,-62,-680,359,117,-1059,-993,-1146,-1317,524,2003
968,291,-66,-671,357,110,-1060,-994,-1151,-1320,520,2000
950,280,-59,-656,345,108,-1051,-992,-1154,-1321,516,1997
952,289,-52,-662,342,116,-1042,-994,-1158,-1323,512,1998
968,314,-43,-682,346,133,-1034,-991,-1158,-1322,518,2007
951,296,-44,-665,338,123,-1035,-994,-1165,-1331,511,1998
945,283,-51,-655,338,113,-1033,-996,-1166,-1333,504,1987
944,273,-60,-650,342,104,-1030,-995,-1165,-1332,516,1994
941,280,-50,-652,336,112,-1030,-997,-1168,-1333,536,2012
950,283,-56,-658,343,111,-1033,-999,-1168,-1334,544,2018
940,267,-62,-645,341,100,-1037,-1006,-1175,-1344,545,2021
926,253,-62,-631,334,93,-1036,-1008,-1177,-1349,545,2022
933,266,-56,-641,335,102,-1034,-1010,-1179,-1352,538,2015
948,278,-59,-654,344,107,-1036,-1009,-1178,-1352,530,2011
973,292,-70,-674,362,108,-1036,-997,-1166,-1343,530,2013
953,278,-64,-657,349,104,-1041,-1005,-1174,-1348,523,2007
928,262,-55,-636,332,101,-1037,-1009,-1177,-1350,516,1997
940,275,-54,-649,337,108,-1033,-1004,-1171,-1345,517,1995
944,278,-55,-652,340,109,-1038,-1003,-1169,-1346,514,1993
943,273,-59,-649,341,104,-1035,-999,-1162,-1341,517,1998
931,262,-58,-638,335,99,-1032,-997,-1161,-1342,514,1994
933,263,-59,-639,336,99,-1036,-1003,-1167,-1348,515,1997
937,272,-54,-646,336,106,-1038,-1010,-1172,-1349,520,2001
944,268,-65,-647,345,99,-1037,-1012,-1174,-1348,515,1999
936,244,-81,-631,349,79,-1041,-1016,-1181,-1356,500,1984
950,251,-88,-642,359,79,-1043,-1013,-1174,-1350,514,1997
959,278,-70,-660,355,101,-1034,-1011,-1168,-1343,526,2004
943,258,-74,-642,349,89,-1041,-1021,-1176,-1354,517,1995
933,248,-74,-632,344,84,-1044,-1024,-1179,-1360,507,1985
927,282,-34,-646,321,121,-1027,-1004,-1159,-1340,522,2002
930,305,-14,-659,312,143,-1014,-985,-1141,-1325,531,2013
951,298,-42,-666,337,125,-1025,-991,-1147,-1331,525,2008
939,272,-56,-647,338,105,-1035,-996,-1154,-1341,510,1995
927,259,-57,-634,332,98,-1040,-996,-1157,-1344,503,1990
933,254,-68,-635,341,90,-1040,-994,-1154,-1340,513,1997
950,249,-90,-641,360,77,-1046,-998,-1158,-1345,513,1995
950,264,-75,-648,353,92,-1043,-997,-1155,-1340,525,2003
925,266,-48,-637,327,106,-1037,-993,-1151,-1335,532,2010
924,272,-41,-639,323,113,-1036,-992,-1151,-1333,534,2016
958,289,-58,-665,348,113,-1036,-993,-1151,-1333,528,2010
944,283,-50,-655,337,114,-1041,-1004,-1160,-1341,518,2001
927,295,-21,-652,314,134,-1033,-1001,-1154,-1333,531,2016
917,287,-19,-643,308,131,-1034,-1002,-1156,-1336,528,2010
929,281,-37,-646,323,119,-1045,-1004,-1162,-1345,515,1999
944,281,-52,-654,338,112,-1049,-1004,-1161,-1348,508,1994
966,283,-72,-666,359,103,-1057,-1004,-1161,-1347,510,1995
968,278,-79,-664,364,97,-1061,-1006,-1160,-1345,516,1999
969,297,-61,-674,355,115,-1059,-1003,-1155,-1338,534,2016
956,300,-45,-669,341,125,-1057,-1004,-1153,-1336,540,2022
945,298,-36,-663,331,128,-1056,-1002,-1151,-1332,541,2026
929,293,-25,-652,317,131,-1060,-1007,-1155,-1334,540,2025
945,311,-23,-669,324,141,-1066,-1011,-1158,-1335,543,2026
959,321,-27,-681,333,144,-1073,-1015,-1160,-1336,542,2027
961,313,-37,-678,339,135,-1079,-1017,-1161,-1336,540,2024
970,311,-48,-682,349,129,-1088,-1017,-1162,-1338,536,2017
969,302,-56,-677,353,120,-1104,-1020,-1167,-1342,531,2017
961,287,-63,-665,352,109,-1117,-1025,-1170,-1345,530,2021
970,288,-71,-670,361,106,-1120,-1028,-1172,-1346,529,2022
975,287,-77,-672,366,102,-1113,-1033,-1180,-1352,524,2015
970,290,-69,-671,360,108,-1105,-1040,-1190,-1359,520,2010
976,292,-73,-675,365,107,-1097,-1047,-1200,-1367,514,2007
956,286,-59,-662,348,111,-1094,-1055,-1206,-1372,508,2004
970,305,-54,-679,352,123,-1091,-1046,-1197,-1365,509,2009
985,313,-61,-690,363,123,-1087,-1030,-1182,-1354,507,2006
976,300,-65,-679,361,115,-1085,-1025,-1180,-1356,505,2001
950,298,-41,-665,336,126,-1075,-1019,-1175,-1349,518,2012
931,287,-33,-650,322,124,-1064,-1015,-1172,-1343,532,2022
938,271,-56,-646,337,105,-1067,-1030,-1188,-1358,523,2008
948,264,-73,-647,351,93,-1068,-1041,-1201,-1371,515,2000
935,253,-71,-635,343,88,-1060,-1043,-1207,-1376,506,1991
925,259,-55,-633,330,99,-1051,-1036,-1199,-1369,506,1992
918,273,-34,-637,316,117,-1048,-1029,-1190,-1361,506,1992
897,274,-12,-627,295,128,-1046,-1016,-1181,-1355,509,1995
904,271,-22,-629,303,122,-1050,-1010,-1180,-1356,511,1995
932,271,-50,-643,331,108,-1058,-1017,-1187,-1362,507,1991
928,260,-57,-635,333,99,-1061,-1024,-1192,-1366,499,1984
909,245,-53,-618,321,93,-1060,-1030,-1196,-1370,496,1983
924,261,-52,-634,328,102,-1055,-1031,-1197,-1370,494,1986
915,272,-32,-635,314,117,-1037,-1025,-1192,-1366,498,1989
894,257,-26,-617,300,113,-1022,-1012,-1184,-1365,489,1973
886,256,-19,-612,293,116,-1007,-995,-1173,-1361,482,1959
900,269,-20,-626,300,122,-995,-974,-1157,-1349,490,1961
902,265,-26,-625,304,117,-992,-962,-1144,-1340,488,1954
929,282,-36,-647,323,120,-986,-941,-1117,-1312,502,1964
952,317,-24,-676,328,144,-994,-919,-1068,-1251,549,2002
993,363,-19,-719,346,169,-1023,-890,-1000,-1164,615,2061
1072,432,-29,-793,391,199,-1072,-869,-935,-1076,693,2139
1150,489,-50,-861,440,217,-1123,-849,-874,-994,760,2216
1219,491,-117,-896,508,184,-1173,-811,-810,-920,798,2275
1251,482,-158,-908,545,160,-1214,-814,-793,-897,797,2293
1215,504,-100,-901,498,199,-1227,-890,-862,-959,764,2282
1115,466,-38,-832,417,211,-1199,-967,-993,-1096,719,2245
1065,342,-112,-745,429,112,-1115,-949,-1073,-1224,611,2135
1035,242,-182,-680,449,27,-1041,-905,-1094,-1292,527,2046
990,208,-171,-640,421,16,-1022,-922,-1114,-1315,518,2029
958,206,-141,-623,390,30,-1046,-968,-1150,-1341,510,2017
969,226,-132,-639,391,44,-1074,-1004,-1179,-1365,500,2008
986,280,-95,-674,381,90,-1067,-1017,-1187,-1367,509,2011
963,289,-63,-667,353,110,-1064,-1029,-1192,-1369,504,1998
960,285,-64,-664,352,108,-1059,-1025,-1186,-1362,504,1998
946,272,-63,-650,345,102,-1053,-1026,-1187,-1362,499,1990
944,270,-63,-648,344,101,-1049,-1030,-1192,-1364,500,1989
952,277,-64,-656,348,104,-1046,-1034,-1194,-1362,504,1991
933,274,-48,-645,331,110,-1047,-1039,-1196,-1361,507,1991
921,274,-36,-639,319,116,-1046,-1033,-1191,-1358,504,1988
911,269,-31,-631,311,116,-1045,-1020,-1183,-1352,498,1985
910,249,-50,-621,320,97,-1053,-1034,-1194,-1360,491,1980
913,251,-51,-623,322,97,-1048,-1038,-1193,-1356,507,1997
947,276,-60,-653,344,105,-1044,-1036,-1187,-1348,524,2007
943,283,-49,-654,336,114,-1046,-1036,-1186,-1349,521,1999
944,294,-39,-660,332,125,-1044,-1025,-1180,-1345,511,1997
952,291,-50,-663,341,118,-1051,-1019,-1177,-1345,498,1988
950,286,-53,-659,342,114,-1049,-1011,-1169,-1339,514,2000
933,286,-36,-651,325,122,-1049,-1010,-1165,-1335,527,2007
924,266,-47,-636,326,107,-1056,-1022,-1172,-1343,521,2002
949,279,-59,-655,344,107,-1057,-1025,-1171,-1343,528,2011
958,288,-59,-664,349,112,-1050,-1022,-1166,-1338,538,2018
947,277,-59,-653,343,106,-1049,-1029,-1173,-1342,536,2014
950,283,-56,-658,343,111,-1052,-1037,-1178,-1349,530,2008
951,288,-52,-661,342,115,-1055,-1035,-1170,-1343,532,2015
929,275,-43,-643,326,113,-1055,-1028,-1165,-1341,521,2003
947,300,-36,-665,332,129,-1052,-1010,-1152,-1331,520,2005
937,296,-30,-658,324,130,-1054,-1012,-1153,-1333,515,2001
947,293,-43,-661,335,122,-1058,-1015,-1155,-1333,519,2001
939,274,-54,-648,337,107,-1061,-1022,-1160,-1337,526,2006
957,286,-60,-663,349,110,-1062,-1022,-1159,-1335,538,2014
969,296,-62,-674,356,114,-1062,-1020,-1155,-1330,546,2022
938,276,-51,-648,335,110,-1061,-1027,-1161,-1333,543,2021
931,285,-35,-649,323,122,-1059,-1029,-1161,-1332,543,2020
944,300,-33,-663,329,131,-1057,-1026,-1156,-1327,542,2022
950,302,-37,-667,334,130,-1061,-1022,-1150,-1323,529,2015
989,334,-44,-703,357,142,-1055,-1000,-1129,-1305,541,2027
987,324,-52,-697,360,133,-1059,-992,-1121,-1298,552,2031
957,302,-44,-671,341,126,-1068,-994,-1123,-1301,551,2023
962,308,-43,-676,343,130,-1066,-987,-1115,-1292,564,2032
992,324,-57,-699,365,131,-1067,-982,-1105,-1282,576,2043
983,308,-64,-687,364,119,-1078,-988,-1106,-1283,566,2036
967,302,-54,-676,351,121,-1078,-989,-1103,-1278,569,2041
988,336,-41,-703,355,145,-1072,-980,-1087,-1258,590,2060
993,353,-29,-714,351,159,-1068,-973,-1075,-1245,595,2061
976,349,-16,-704,336,164,-1068,-967,-1068,-1240,595,2060
988,356,-21,-713,345,165,-1072,-963,-1061,-1233,602,2065
1005,351,-43,-719,364,151,-1079,-958,-1056,-1230,598,2062
1012,337,-64,-716,378,134,-1091,-958,-1053,-1230,589,2054
1016,344,-61,-721,379,139,-1095,-947,-1039,-1220,593,2058
1026,354,-61,-731,384,144,-1099,-934,-1025,-1209,600,2064
1020,358,-51,-730,376,151,-1099,-925,-1015,-1201,603,2066
1017,368,-38,-734,368,162,-1095,-920,-1011,-1197,607,2071
1008,351,-46,-721,367,150,-1103,-934,-1026,-1211,591,2056
1019,345,-63,-723,381,138,-1110,-946,-1038,-1222,583,2051
1036,349,-76,-734,396,134,-1108,-951,-1047,-1231,579,2048
1053,366,-76,-751,405,142,-1101,-954,-1054,-1237,587,2059
1012,343,-58,-719,375,140,-1101,-971,-1073,-1256,583,2058
970,318,-41,-685,346,136,-1099,-987,-1091,-1274,576,2054
975,323,-41,-690,348,138,-1096,-992,-1101,-1285,572,2053
993,322,-60,-699,367,128,-1101,-1005,-1121,-1304,556,2038
1016,324,-81,-711,389,119,-1100,-1015,-1135,-1319,542,2029
1011,320,-80,-707,386,117,-1096,-1022,-1145,-1329,543,2031
971,305,-55,-679,353,122,-1084,-1024,-1152,-1335,549,2033
964,301,-52,-674,348,122,-1080,-1029,-1160,-1344,541,2025
969,297,-61,-674,355,115,-1079,-1032,-1165,-1350,532,2020
958,289,-58,-665,348,113,-1073,-1027,-1161,-1347,534,2023
952,284,-57,-659,345,111,-1073,-1026,-1163,-1351,535,2022
960,278,-71,-660,356,101,-1073,-1033,-1171,-1360,532,2018
972,284,-77,-669,365,101,-1074,-1033,-1173,-1363,533,2019
961,278,-72,-661,357,100,-1077,-1033,-1175,-1367,530,2017
952,272,-69,-653,351,99,-1078,-1027,-1173,-1366,528,2016
934,269,-54,-643,334,105,-1070,-1022,-1170,-1361,528,2021
935,266,-58,-642,337,101,-1070,-1031,-1178,-1367,526,2018
949,275,-63,-653,346,103,-1069,-1040,-1184,-1371,528,2017
967,293,-63,-671,355,112,-1064,-1031,-1175,-1364,533,2022
972,293,-68,-674,360,110,-1068,-1024,-1171,-1364,527,2018
959,276,-72,-659,356,99,-1072,-1023,-1173,-1367,519,2009
950,260,-79,-646,355,88,-1075,-1027,-1177,-1371,514,2002
965,269,-85,-658,365,89,-1075,-1027,-1176,-1369,518,2007
959,279,-69,-660,354,102,-1071,-1026,-1175,-1367,525,2016
943,283,-49,-654,336,114,-1064,-1027,-1176,-1365,530,2018
962,290,-61,-667,352,112,-1067,-1033,-1180,-1369,522,2009
951,272,-68,-653,350,99,-1074,-1040,-1186,-1375,515,2006
938,270,-57,-645,338,104,-1068,-1031,-1177,-1367,527,2019
955,288,-56,-663,346,113,-1066,-1029,-1173,-1363,532,2022
946,273,-62,-651,344,103,-1070,-1035,-1178,-1370,515,2008
930,251,-68,-632,339,89,-1072,-1039,-1184,-1376,507,1999
937,263,-63,-641,340,97,-1071,-1037,-1182,-1371,524,2012
960,291,-58,-667,349,114,-1063,-1026,-1170,-1360,539,2025
948,289,-48,-660,338,118,-1064,-1023,-1168,-1359,539,2028
945,281,-53,-654,339,111,-1062,-1018,-1165,-1357,541,2028
942,271,-60,-648,341,103,-1063,-1022,-1171,-1363,538,2020
947,279,-57,-654,342,108,-1064,-1026,-1177,-1369,530,2012
939,267,-61,-644,340,100,-1065,-1036,-1186,-1377,519,2000
946,264,-71,-646,349,94,-1066,-1044,-1191,-1377,521,2002
938,252,-75,-636,347,86,-1063,-1046,-1189,-1373,523,2006
955,266,-78,-652,357,91,-1059,-1037,-1179,-1365,526,2013
950,278,-61,-655,346,106,-1062,-1024,-1168,-1360,523,2010
934,281,-42,-649,328,117,-1059,-1006,-1155,-1349,529,2015
937,284,-42,-652,330,118,-1057,-1003,-1149,-1342,546,2029
945,289,-45,-658,335,119,-1055,-1008,-1153,-1343,553,2036
931,268,-52,-641,332,105,-1057,-1018,-1163,-1351,547,2030
940,270,-59,-646,340,103,-1056,-1020,-1164,-1349,548,2032
941,275,-55,-649,338,107,-1058,-1019,-1165,-1349,542,2027
951,275,-65,-654,348,102,-1065,-1020,-1170,-1354,531,2015
978,298,-69,-679,364,112,-1060,-1010,-1160,-1346,534,2019
962,291,-60,-668,351,113,-1060,-1008,-1160,-1345,532,2016
949,281,-57,-656,343,109,-1067,-1014,-1167,-1351,527,2010
960,299,-50,-671,345,122,-1069,-1018,-1166,-1346,532,2018
969,304,-54,-678,352,122,-1065,-1014,-1159,-1339,537,2024
973,308,-54,-682,354,124,-1066,-1009,-1154,-1335,545,2030
965,291,-63,-669,354,111,-1071,-1012,-1159,-1341,543,2025
963,283,-69,-664,356,104,-1081,-1017,-1165,-1347,538,2020
960,287,-62,-665,351,110,-1091,-1021,-1166,-1347,540,2024
958,294,-53,-667,346,118,-1094,-1019,-1164,-1343,543,2028
979,307,-61,-684,360,120,-1095,-1013,-1159,-1336,548,2031
991,316,-64,-695,368,123,-1108,-1016,-1160,-1334,553,2036
987,325,-51,-697,359,134,-1108,-1010,-1152,-1326,562,2047
993,318,-64,-697,369,124,-1114,-1018,-1159,-1332,556,2043
998,309,-78,-695,378,113,-1111,-1021,-1164,-1338,549,2038
996,303,-82,-691,379,108,-1106,-1023,-1166,-1341,546,2037
1001,289,-101,-686,391,91,-1106,-1030,-1175,-1351,534,2025
999,286,-102,-684,391,89,-1111,-1035,-1179,-1357,524,2017
998,289,-98,-685,388,93,-1101,-1024,-1169,-1348,530,2021
989,293,-85,-682,377,101,-1092,-1020,-1166,-1346,536,2023
1001,298,-92,-691,387,100,-1084,-1018,-1166,-1347,530,2015
996,290,-95,-684,386,95,-1087,-1025,-1175,-1354,522,2008
966,276,-79,-662,363,96,-1081,-1024,-1174,-1351,528,2014
949,264,-74,-648,352,92,-1076,-1025,-1176,-1352,528,2013
958,260,-87,-650,363,84,-1076,-1023,-1177,-1355,525,2011
946,246,-89,-637,358,76,-1072,-1022,-1180,-1358,522,2008
950,251,-88,-642,359,79,-1072,-1020,-1179,-1358,527,2011
957,256,-90,-648,364,80,-1074,-1021,-1181,-1359,525,2009
971,256,-104,-655,378,73,-1078,-1019,-1180,-1361,516,2002
966,258,-97,-653,372,78,-1076,-1016,-1177,-1359,514,2000
960,259,-90,-651,365,82,-1077,-1008,-1171,-1354,518,2001
957,264,-82,-652,360,88,-1081,-999,-1166,-1350,524,2008
967,268,-88,-659,368,87,-1085,-998,-1165,-1347,528,2011
953,242,-100,-639,367,68,-1086,-1012,-1178,-1355,517,2001
939,217,-111,-619,365,50,-1075,-1014,-1182,-1363,503,1989
933,210,-112,-613,363,46,-1058,-998,-1173,-1363,491,1975
925,229,-85,-618,345,69,-1041,-974,-1157,-1355,494,1973
911,239,-61,-616,326,86,-1029,-957,-1145,-1345,502,1973
913,234,-68,-615,331,80,-1021,-943,-1130,-1332,501,1966
942,258,-73,-641,348,90,-1015,-918,-1097,-1296,511,1973
979,290,-78,-676,369,103,-1018,-884,-1037,-1229,554,2010
1052,343,-98,-739,415,120,-1050,-836,-950,-1126,634,2080
1138,428,-99,-824,459,162,-1109,-804,-869,-1019,727,2170
1231,488,-132,-901,522,176,-1162,-767,-794,-925,807,2257
1316,499,-206,-949,601,144,-1211,-730,-734,-855,851,2317
1318,494,-213,-947,606,138,-1232,-752,-737,-851,853,2340
1222,475,-136,-890,519,167,-1234,-857,-845,-949,818,2326
1139,420,-108,-821,464,153,-1202,-949,-994,-1101,751,2270
1092,284,-197,-729,485,41,-1114,-948,-1094,-1249,604,2130
1033,187,-235,-651,474,-27,-1043,-922,-1128,-1322,500,2026
994,176,-207,-626,441,-18,-1029,-935,-1140,-1333,486,2007
995,218,-166,-648,421,23,-1037,-967,-1156,-1339,504,2021
983,232,-140,-649,402,43,-1057,-991,-1171,-1349,514,2029
981,244,-126,-654,394,56,-1073,-1008,-1182,-1356,514,2024
982,255,-116,-660,389,67,-1065,-1008,-1178,-1347,517,2017
970,244,-115,-648,383,62,-1055,-1002,-1172,-1341,513,2007
955,241,-103,-639,369,66,-1050,-1001,-1168,-1336,516,2007
949,236,-102,-634,366,64,-1047,-1003,-1169,-1337,518,2009
963,236,-116,-641,380,57,-1047,-1002,-1170,-1337,522,2011
956,236,-109,-637,373,61,-1045,-1004,-1170,-1338,519,2008
951,231,-109,-632,370,58,-1046,-1003,-1171,-1338,511,2001
956,227,-118,-633,377,52,-1049,-1001,-1169,-1337,506,1997
950,224,-115,-628,373,52,-1050,-999,-1167,-1336,509,1998
958,243,-104,-642,371,67,-1048,-996,-1164,-1333,525,2014
966,263,-92,-656,369,83,-1048,-995,-1161,-1329,535,2026
980,272,-97,-667,379,85,-1046,-993,-1157,-1324,539,2032
969,260,-98,-656,374,78,-1045,-992,-1157,-1323,538,2030
959,250,-98,-646,369,73,-1050,-995,-1161,-1327,533,2023
960,241,-108,-642,374,64,-1057,-1004,-1170,-1336,519,2012
965,245,-109,-646,377,65,-1056,-1008,-1174,-1339,518,2010
968,244,-113,-647,381,63,-1052,-1011,-1176,-1339,526,2018
973,249,-113,-652,383,65,-1055,-1015,-1179,-1339,532,2024
976,264,-101,-661,379,79,-1052,-1009,-1170,-1330,538,2032
968,266,-91,-658,370,85,-1054,-999,-1161,-1324,541,2034
967,255,-101,-652,374,74,-1055,-988,-1154,-1320,534,2027
961,254,-96,-649,369,76,-1056,-984,-1153,-1318,534,2028
959,255,-93,-648,366,78,-1058,-990,-1158,-1320,535,2029
965,253,-101,-650,373,73,-1061,-993,-1159,-1320,531,2023
967,253,-103,-651,375,72,-1054,-981,-1148,-1310,532,2026
959,248,-100,-645,370,71,-1055,-978,-1145,-1308,535,2030
959,250,-98,-646,369,73,-1058,-984,-1149,-1311,539,2033
962,257,-94,-651,368,79,-1060,-990,-1153,-1315,538,2032
962,263,-88,-654,365,85,-1062,-990,-1150,-1312,541,2035
974,265,-98,-661,376,81,-1060,-986,-1145,-1307,541,2034
982,258,-113,-661,388,70,-1064,-988,-1145,-1307,538,2032
991,265,-115,-669,393,72,-1060,-982,-1138,-1299,541,2035
990,269,-110,-671,390,77,-1060,-978,-1134,-1295,545,2039
995,266,-118,-672,397,71,-1070,-980,-1134,-1297,545,2039
987,269,-107,-669,387,78,-1068,-978,-1128,-1291,553,2045
998,279,-108,-680,393,83,-1066,-972,-1120,-1282,559,2048
1000,279,-110,-681,395,82,-1067,-971,-1114,-1274,561,2051
987,260,-116,-665,392,69,-1071,-971,-1112,-1272,554,2045
972,243,-118,-649,385,60,-1068,-964,-1104,-1264,549,2040
986,254,-121,-661,394,64,-1072,-959,-1095,-1254,556,2046
1014,287,-116,-692,405,83,-1075,-948,-1080,-1239,571,2058
1031,298,-122,-706,417,85,-1077,-939,-1068,-1227,576,2063
1036,298,-127,-708,422,83,-1078,-936,-1063,-1223,572,2059
1035,296,-128,-707,422,81,-1077,-931,-1058,-1216,578,2063
1026,289,-126,-699,416,79,-1082,-934,-1056,-1213,581,2065
1026,288,-127,-698,417,78,-1088,-933,-1053,-1209,577,2063
1037,291,-135,-705,426,75,-1093,-925,-1045,-1201,579,2064
1037,296,-130,-708,424,80,-1093,-915,-1034,-1192,586,2070
1035,304,-120,-711,418,89,-1092,-910,-1030,-1188,588,2073
1044,293,-140,-710,432,74,-1097,-916,-1037,-1195,577,2064
1049,296,-142,-714,436,74,-1096,-919,-1038,-1191,582,2071
1052,312,-129,-723,431,89,-1093,-917,-1035,-1188,594,2082
1057,315,-131,-727,434,89,-1103,-926,-1048,-1201,591,2081
1042,303,-128,-714,425,85,-1104,-934,-1059,-1212,581,2076
1033,292,-130,-704,422,78,-1104,-948,-1079,-1232,565,2064
1028,290,-127,-700,418,79,-1105,-965,-1101,-1252,559,2059
1022,287,-124,-696,413,79,-1102,-978,-1117,-1266,551,2053
1017,279,-127,-689,412,73,-1097,-983,-1125,-1273,550,2057
1014,267,-136,-682,415,63,-1091,-988,-1134,-1282,553,2063
1007,261,-135,-675,411,60,-1094,-1001,-1148,-1298,551,2065
1004,255,-138,-671,411,56,-1092,-1006,-1156,-1306,549,2066
999,259,-129,-670,404,62,-1085,-1004,-1158,-1307,551,2068
983,266,-106,-666,385,77,-1068,-997,-1155,-1304,553,2070
983,250,-122,-658,393,61,-1066,-1001,-1163,-1314,539,2057
984,235,-138,-651,401,46,-1070,-1008,-1173,-1325,528,2046
989,241,-137,-656,403,49,-1068,-1006,-1171,-1327,526,2044
995,260,-124,-669,400,65,-1069,-1008,-1172,-1328,526,2045
996,257,-128,-668,402,62,-1069,-1010,-1176,-1332,520,2041
1003,251,-141,-668,412,52,-1070,-1012,-1177,-1333,517,2039
983,233,-139,-649,401,44,-1072,-1017,-1183,-1339,516,2038
980,230,-139,-646,400,43,-1071,-1016,-1182,-1339,519,2040
971,214,-146,-634,399,31,-1073,-1023,-1190,-1348,510,2030
943,180,-152,-603,388,11,-1078,-1038,-1207,-1365,493,2012
970,211,-148,-632,399,29,-1074,-1030,-1198,-1355,501,2024
1005,256,-138,-672,412,56,-1066,-1015,-1181,-1337,520,2046
992,244,-137,-659,405,51,-1068,-1016,-1184,-1339,524,2048
967,217,-139,-633,393,36,-1071,-1021,-1189,-1344,518,2040
945,191,-143,-609,384,21,-1075,-1028,-1197,-1352,506,2027
974,209,-154,-633,404,25,-1079,-1027,-1195,-1350,505,2027
965,203,-151,-625,398,23,-1079,-1024,-1195,-1351,506,2027
945,193,-141,-610,383,23,-1075,-1025,-1196,-1353,503,2024
983,232,-140,-649,402,43,-1071,-1018,-1186,-1341,515,2037
1004,262,-131,-674,408,63,-1067,-1007,-1173,-1329,530,2052
976,254,-111,-656,384,69,-1066,-1008,-1174,-1329,532,2054
941,230,-100,-627,361,62,-1071,-1016,-1183,-1339,527,2049
954,229,-114,-633,374,55,-1081,-1020,-1188,-1343,524,2047
971,235,-125,-644,388,52,-1080,-1019,-1188,-1342,519,2039
982,234,-137,-649,400,46,-1076,-1019,-1189,-1342,510,2029
978,230,-137,-645,398,44,-1070,-1015,-1185,-1338,511,2032
979,235,-133,-648,396,48,-1069,-1014,-1184,-1335,518,2039
963,230,-122,-638,383,51,-1070,-1019,-1187,-1335,525,2045
953,225,-117,-630,375,51,-1071,-1021,-1189,-1337,526,2046
949,216,-122,-624,376,44,-1074,-1019,-1189,-1340,520,2040
941,194,-136,-609,379,26,-1074,-1021,-1194,-1345,509,2028
946,193,-142,-611,384,23,-1074,-1024,-1196,-1346,505,2024
966,218,-137,-633,392,38,-1074,-1018,-1190,-1338,511,2028
984,234,-139,-650,402,45,-1073,-1015,-1185,-1331,512,2030
967,206,-150,-628,399,25,-1076,-1021,-1194,-1340,506,2025
928,175,-142,-593,375,14,-1075,-1023,-1199,-1344,505,2022
908,168,-129,-579,359,17,-1072,-1023,-1199,-1344,508,2025
945,205,-129,-616,377,35,-1076,-1021,-1194,-1336,519,2037
955,199,-145,-618,390,24,-1084,-1030,-1203,-1343,509,2027
970,206,-153,-629,402,24,-1084,-1030,-1201,-1341,508,2028
1000,254,-135,-668,408,57,-1081,-1017,-1185,-1322,529,2050
959,247,-101,-644,370,70,-1077,-1008,-1176,-1312,538,2057
946,231,-104,-630,365,61,-1083,-1014,-1183,-1320,529,2046
937,214,-112,-617,365,48,-1081,-1019,-1190,-1327,520,2035
928,194,-123,-602,366,33,-1082,-1025,-1195,-1330,511,2027
961,213,-137,-628,389,35,-1093,-1027,-1193,-1327,514,2031
1007,262,-134,-676,411,61,-1097,-1022,-1184,-1316,527,2046
995,265,-119,-671,397,70,-1097,-1022,-1184,-1314,532,2050
963,246,-106,-646,375,67,-1100,-1024,-1187,-1315,535,2057
998,259,-128,-670,403,63,-1116,-1020,-1183,-1311,540,2063
1006,263,-132,-676,409,63,-1124,-1017,-1179,-1308,545,2067
987,250,-126,-660,397,59,-1125,-1022,-1185,-1314,543,2068
994,242,-141,-659,408,48,-1127,-1030,-1197,-1324,529,2057
997,221,-165,-650,421,25,-1131,-1043,-1212,-1339,509,2040
983,204,-168,-635,416,15,-1121,-1039,-1214,-1341,508,2040
970,188,-171,-620,411,6,-1117,-1041,-1218,-1344,507,2033
952,163,-178,-599,405,-10,-1120,-1053,-1232,-1356,490,2016
953,196,-146,-616,390,22,-1096,-1036,-1212,-1337,509,2036
936,181,-144,-600,380,16,-1084,-1038,-1214,-1337,511,2038
919,157,-151,-579,375,0,-1084,-1045,-1223,-1347,502,2027
960,212,-137,-627,389,35,-1077,-1027,-1205,-1329,524,2049
998,257,-130,-669,404,61,-1078,-1021,-1199,-1323,534,2059
980,243,-126,-653,393,56,-1074,-1028,-1206,-1332,523,2048
967,214,-142,-632,395,33,-1073,-1032,-1213,-1342,503,2026
960,199,-150,-621,395,22,-1067,-1020,-1207,-1339,502,2026
955,182,-162,-610,399,7,-1062,-1013,-1204,-1338,501,2025
958,188,-159,-614,399,12,-1061,-1016,-1209,-1342,499,2021
969,194,-164,-623,407,12,-1064,-1029,-1219,-1349,494,2016
946,170,-165,-599,396,0,-1063,-1037,-1224,-1355,479,2000
916,150,-155,-574,376,-5,-1063,-1034,-1224,-1358,465,1986
